d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,input,prev_input
89.1852005660132,86.55634003352961,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,101.53324578678651,90.0499861188218,,
89.1852005660132,86.55634003352961,77.6659513557904,74.73285756613352,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,84.50443775329198,90.0499861188218,,
89.1852005660132,83.73768566183328,77.6659513557904,74.73285756613352,75.43208866258443,83.0,66.48308055437865,75.15317691222374,76.02631123499285,84.50443775329198,90.0499861188218,w,
89.1852005660132,83.73768566183328,77.6659513557904,74.73285756613352,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,84.50443775329198,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,76.96752561957543,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,84.50443775329198,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,84.50443775329198,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,74.73285756613352,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,84.50443775329198,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,84.50443775329198,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,84.50443775329198,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,91.54780172128658,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,91.54780172128658,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,91.54780172128658,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,91.54780172128658,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,91.54780172128658,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,91.54780172128658,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,91.54780172128658,90.0499861188218,w,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,91.54780172128658,90.0499861188218,,w
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,91.54780172128658,90.0499861188218,,
89.1852005660132,86.55634003352961,77.6659513557904,76.96752561957543,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,101.53324578678651,90.0499861188218,,
89.1852005660132,86.55634003352961,77.6659513557904,76.96752561957543,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,101.53324578678651,90.0499861188218,,
89.1852005660132,85.14693182963201,77.6659513557904,77.87810988975015,75.43208866258443,83.0,66.48308055437865,75.15317691222374,76.02631123499285,85.9127464349732,90.0499861188218,w,
89.1852005660132,86.55634003352961,77.6659513557904,76.96752561957543,83.67795408588812,83.0,66.48308055437865,75.15317691222374,76.02631123499285,85.9127464349732,90.0499861188218,w,w
